age,income,loan_amount,credit_score,employment_years,existing_loans,loan_term,interest_rate,default
26,69024,98384,572,13,2,12,14.11,0
61,120835,453774,377,11,3,12,12.58,1
23,48795,187932,350,24,4,48,12.34,1
53,140721,413108,359,8,3,36,8.21,1
21,114444,106241,759,4,3,12,6.13,1
25,129347,356837,595,34,2,60,14.09,1
33,121733,394837,301,36,1,36,13.12,1
39,110369,95080,700,7,2,48,6.54,1
32,36209,153634,664,28,2,60,9.87,1
45,19553,302932,712,0,0,36,23.53,1
55,124028,470537,805,37,3,60,21.85,1
32,45714,271204,576,8,1,12,12.71,1
50,65906,390791,555,34,3,48,5.81,1
25,38376,37198,438,9,4,60,23.09,1
54,49378,362388,765,17,4,24,9.62,1
42,117743,108028,354,13,4,48,6.36,1
59,28650,173190,398,10,1,48,13.69,1
33,144259,366422,543,36,1,12,7.63,0
23,73831,490100,796,17,4,48,19.29,1
40,19758,251264,463,18,0,12,24.68,1
51,136207,52506,822,13,0,48,13.47,0
25,108306,210161,819,18,2,36,11.51,1
44,113549,232125,306,30,1,12,23.72,1
60,132020,490613,502,33,0,24,12.62,1
53,89032,76865,757,33,2,36,21.86,0
28,124418,169752,465,32,2,24,16.38,1
44,138286,267281,819,35,3,48,8.05,1
40,64146,63328,816,29,3,36,11.74,1
36,76771,179378,829,20,3,60,17.15,1
32,140232,273338,735,38,0,60,21.45,1
33,41613,52537,712,18,3,48,21.09,0
62,116270,164232,765,37,4,24,24.33,1
59,42396,92382,343,31,2,60,8.54,1
45,60606,292934,344,35,4,48,15.13,1
52,84538,400122,400,19,4,48,18.87,1
44,16360,374359,361,31,3,24,12.41,1
64,130127,476849,452,34,1,48,20.97,1
29,97702,85181,639,11,0,60,18.25,1
60,90542,16874,361,24,3,36,11.57,0
43,41649,210624,546,28,3,60,24.6,1
33,136354,195861,601,24,3,36,24.24,1
52,91159,479187,524,32,0,36,14.9,1
35,72805,465286,793,39,0,36,21.78,1
56,131439,293949,751,17,0,24,15.17,1
25,48606,464907,717,35,0,12,15.04,1
42,132897,202054,497,27,0,60,21.82,1
36,83320,211691,484,29,4,24,23.57,1
61,80376,404636,568,8,1,60,21.0,1
30,102514,311048,827,35,1,48,18.87,1
44,147423,316867,312,2,1,36,18.74,1
38,80741,90014,418,39,4,36,21.78,1
38,142185,191895,761,38,0,60,19.82,0
27,103665,230805,807,23,3,24,10.2,1
24,87438,167408,604,15,0,24,19.5,1
46,53270,323581,831,32,1,60,7.56,1
25,77330,29652,788,39,3,12,8.55,0
36,128546,46548,785,1,0,48,19.06,1
55,69930,352725,417,24,2,48,6.69,1
46,144323,177498,695,38,3,60,22.44,1
38,18336,221133,471,2,4,36,14.52,1
49,71037,178048,584,3,0,12,24.91,1
43,55310,305109,655,35,2,36,17.73,1
34,41684,443233,319,30,2,36,12.05,1
35,148427,101395,748,17,4,12,6.91,1
53,78286,254751,514,34,2,48,19.26,0
45,116703,270877,311,23,1,12,11.86,1
41,21737,316085,588,33,2,12,7.62,1
37,129313,247409,621,8,4,24,11.85,1
43,114324,406236,814,20,3,48,5.68,1
63,15240,335607,474,5,1,12,24.03,1
37,148124,296566,418,36,2,24,16.35,1
34,20334,92453,740,21,0,12,24.71,1
49,114906,226699,436,5,4,24,10.23,1
40,73758,298084,353,35,0,12,13.33,1
50,130056,325743,512,10,0,12,10.59,1
39,98996,252205,505,20,0,48,17.37,1
59,94664,460370,731,37,1,36,23.15,1
33,106558,468335,832,6,3,24,22.39,1
38,120413,266163,761,20,3,48,17.69,1
43,72352,245591,466,2,2,48,9.95,1
53,46943,413856,467,34,0,24,21.79,1
59,117733,174923,474,0,3,60,9.69,1
60,138272,407505,749,10,3,12,14.62,1
38,98771,114665,578,3,0,12,17.52,1
29,69579,411006,655,34,1,36,5.13,1
53,47074,166871,630,30,1,48,22.64,1
52,56738,331199,568,29,2,24,18.44,1
37,139578,53387,399,29,0,48,20.87,1
39,129467,292441,834,23,4,48,24.1,1
47,42830,439552,542,21,2,36,15.24,1
26,19482,33242,305,1,3,48,16.04,1
55,103402,331239,385,29,1,48,17.6,1
57,149343,85908,359,18,4,24,24.75,1
54,18508,489626,848,22,2,60,7.44,1
40,54744,32912,778,16,2,12,22.12,1
45,35276,157543,369,22,0,12,18.45,1
24,35701,436063,845,4,3,48,21.42,1
30,129341,125675,384,4,2,36,10.65,1
30,66018,112737,584,21,2,48,19.65,0
44,106164,196171,517,16,3,60,19.84,0
41,67924,40643,340,36,0,60,6.71,0
31,42618,403013,326,12,1,24,7.1,1
47,128628,494855,504,37,4,60,5.65,1
36,144508,366693,360,34,2,48,8.83,1
46,148167,91176,317,5,1,60,14.17,1
50,59800,169092,375,19,0,60,15.45,1
36,89554,129384,364,22,1,60,15.4,1
27,52463,238758,377,10,2,36,16.24,1
36,38098,406213,805,3,0,12,16.95,1
55,89800,446038,534,13,4,36,5.8,1
36,132463,278610,465,0,0,36,13.61,1
60,63673,302832,433,29,2,12,19.93,1
32,45525,188212,438,16,2,48,8.48,1
55,70585,191736,318,19,3,36,6.76,1
41,36014,201785,305,35,0,48,19.88,1
63,104618,65118,387,14,2,48,22.69,1
56,126711,245353,421,18,4,60,17.29,1
37,41874,413410,510,32,3,36,6.65,1
52,67123,90795,836,8,0,12,17.78,1
61,43505,158225,489,0,2,60,5.09,1
26,117704,35257,478,34,0,48,23.0,0
44,94435,332213,791,14,3,12,18.3,1
47,126582,152259,786,35,1,60,22.41,1
40,78035,54775,403,38,2,60,19.82,1
45,68194,191610,463,24,0,12,20.33,1
22,139343,154013,318,21,2,24,5.53,1
29,131199,435038,704,39,4,60,14.13,1
48,86153,14531,702,7,0,60,22.46,0
58,92201,411433,754,5,3,60,12.57,1
23,47412,389200,797,19,0,60,8.57,1
40,128646,11785,784,9,1,60,7.07,1
26,19471,194011,706,21,2,60,24.11,1
59,131409,283911,448,12,2,48,8.24,1
53,129206,308028,431,8,0,60,9.63,1
21,29877,441935,567,35,4,48,15.09,1
57,93505,45828,643,25,4,24,23.46,1
26,95970,105891,466,8,1,12,20.13,0
54,116581,146628,775,15,0,60,22.17,1
35,27131,498907,813,20,1,36,23.2,1
46,100419,336760,321,28,4,24,20.29,1
34,26110,51891,578,13,0,60,10.9,1
27,147516,461838,732,15,4,24,9.13,1
51,95544,298576,468,10,4,24,20.89,1
44,131217,231591,728,22,4,48,12.55,1
51,141119,140356,800,13,0,24,21.9,1
49,113316,13698,722,6,3,36,16.21,1
62,46713,89716,450,11,0,12,22.87,1
52,45373,498691,463,29,3,12,11.38,1
37,63308,400292,691,18,2,36,15.21,1
34,35771,477346,734,6,1,36,11.37,1
60,95494,65719,600,30,0,36,20.59,0
56,69748,476348,812,19,3,24,21.38,1
44,46559,327330,302,22,4,60,12.35,1
47,77896,472214,605,29,1,48,13.4,1
45,68405,350439,446,8,0,24,8.68,1
52,142373,111497,689,37,3,24,20.29,1
38,86735,232598,385,23,1,60,15.63,1
38,32480,34867,483,3,3,36,7.81,1
57,32353,220723,649,5,4,48,17.2,1
46,76018,174226,485,24,0,12,23.3,1
29,143706,379728,569,12,3,48,19.56,1
55,104471,231754,812,21,4,12,18.69,1
28,31082,297703,521,36,3,24,18.21,1
40,127254,461865,434,8,4,36,5.26,1
62,52958,371003,494,24,2,36,18.52,1
42,59637,371915,359,37,1,36,7.16,1
39,110847,222756,741,7,4,36,10.77,1
50,62548,100023,311,23,1,48,5.15,1
48,22364,452470,527,18,4,36,21.42,1
55,92247,357910,507,13,2,24,17.27,1
63,98240,236562,709,6,4,12,13.13,1
31,51227,339180,396,18,3,12,20.38,1
51,148441,396344,327,6,1,60,14.16,1
59,33852,470788,545,13,0,36,18.35,1
56,58553,330358,822,24,3,12,22.27,1
50,106769,253393,406,14,4,36,15.19,1
43,35421,167574,825,25,3,24,15.95,1
39,108993,55186,386,33,3,60,23.93,1
32,65816,70072,485,33,1,24,10.27,1
35,68025,467077,368,7,4,60,23.05,1
51,130337,498547,834,2,1,12,13.87,1
63,53148,86532,427,2,4,48,10.78,1
57,55619,352785,364,15,1,60,14.27,1
57,42282,20247,410,36,1,12,18.16,1
35,111673,73310,814,8,4,60,16.92,0
49,120500,142226,475,9,0,24,17.58,1
63,92413,121164,810,0,4,60,14.24,1
46,77926,374229,672,12,3,24,6.56,1
64,77205,76401,835,20,3,12,24.57,1
22,74153,436925,422,34,2,24,13.24,1
40,53448,313694,743,38,4,12,8.94,1
35,82648,263815,372,2,3,48,23.29,1
24,56635,423480,553,24,3,48,24.3,1
42,78711,238364,819,6,1,24,14.28,1
58,15325,88422,487,4,1,36,6.53,1
43,129236,339988,325,7,1,48,20.84,1
46,100183,123807,491,22,3,24,14.35,1
31,55807,173530,609,38,2,12,13.81,1
48,96353,461369,592,29,0,60,8.28,1
22,35637,80313,367,35,0,24,10.86,1
28,121439,24395,587,8,1,36,17.21,1
49,79843,345934,806,1,0,12,15.49,1
31,48424,328451,310,17,3,36,12.04,1
57,17210,469913,819,24,1,60,5.77,1
38,108357,55741,502,12,3,36,7.88,1
34,89628,131828,504,21,1,12,10.77,1
30,55236,171118,708,9,0,24,8.73,1
55,60386,94688,513,1,2,24,11.65,1
29,145105,321859,839,5,1,36,12.09,1
55,71507,472403,393,21,2,48,23.83,1
31,74831,300734,620,9,0,12,9.18,1
64,138923,61976,382,4,4,48,15.67,1
32,58543,16527,453,11,4,60,12.46,1
23,125170,372468,416,21,1,12,6.26,1
59,79450,404359,757,33,2,24,5.87,1
34,110795,247598,425,29,4,12,8.31,1
48,64801,354413,596,18,1,60,5.89,1
31,36144,385667,447,22,4,12,17.95,1
59,100211,95526,574,14,2,12,16.55,1
45,136809,135658,448,16,3,48,23.52,1
41,75265,63174,462,9,4,60,20.37,1
30,82584,251513,546,34,0,48,18.25,1
63,112747,428267,461,18,1,48,12.46,1
35,76422,207159,341,31,4,12,17.32,1
39,42672,384999,785,33,2,24,8.52,1
42,85859,280792,537,15,2,24,17.81,1
41,147966,439121,712,8,2,48,8.64,1
64,146053,76609,639,4,3,12,14.44,1
52,128512,362676,581,19,4,48,9.57,1
43,43125,395230,752,9,3,60,9.24,1
33,133063,5514,529,15,0,12,14.83,1
25,141902,295508,367,34,4,24,21.72,1
24,137587,96041,678,24,1,60,17.13,0
48,78448,424764,614,24,4,24,7.8,1
34,23145,92062,372,34,2,60,23.49,1
28,108719,423736,783,30,3,36,10.44,1
29,35561,421219,580,39,3,48,19.9,1
55,100675,131960,483,13,3,24,13.83,1
57,136378,229926,767,28,4,36,22.9,1
41,103240,50529,474,2,0,36,22.43,1
38,62759,260047,582,4,1,48,15.1,1
53,53102,497308,609,36,0,60,8.19,1
28,89715,362559,805,7,0,24,6.66,1
37,123811,148754,647,31,3,12,5.65,1
63,50886,47626,449,9,0,24,24.55,0
51,16083,51449,786,29,1,36,12.81,1
54,140488,52110,662,13,0,36,20.95,0
26,73999,330413,624,20,0,48,15.2,1
42,121535,296651,591,35,0,12,17.78,1
34,126961,327230,455,37,2,60,5.09,1
23,136268,290660,599,5,3,24,23.32,1
32,107565,347280,504,1,1,48,20.12,1
56,97663,219472,776,4,3,36,23.67,1
32,51050,230602,657,12,2,24,6.54,1
22,68285,364120,430,34,1,24,8.29,1
22,58324,261483,410,13,0,36,17.35,1
35,73450,142737,656,26,3,60,22.07,1
43,67579,315060,635,38,3,60,16.5,1
49,138509,270712,644,18,0,48,16.53,1
37,76978,160670,310,0,4,24,18.77,1
52,37140,484249,483,22,4,60,24.22,1
27,54209,241477,842,2,1,36,20.27,1
50,73826,325439,643,10,1,60,15.13,1
48,143630,438284,808,18,2,12,16.4,1
34,36877,30839,743,19,0,24,18.22,1
64,149205,240865,732,18,3,36,6.26,1
50,17134,241240,451,34,2,48,19.65,1
37,73491,343769,583,38,4,12,17.21,1
52,37501,166999,791,22,2,60,6.52,1
26,145566,256587,499,27,0,24,21.41,1
44,134429,423386,328,30,1,60,8.52,1
26,41906,66519,381,38,3,24,6.44,1
47,103965,139100,391,5,4,36,17.9,0
38,48596,312747,791,33,3,24,15.7,1
44,58233,355849,365,12,3,12,23.32,1
57,51233,66724,436,7,2,60,14.32,1
44,143287,194514,592,6,4,12,13.38,1
58,42967,7582,491,18,0,24,5.6,1
54,97392,320883,320,6,0,12,18.45,0
60,119846,300615,589,15,4,24,21.42,1
35,91303,266197,656,11,2,36,23.75,1
31,16896,435027,686,21,4,60,24.65,1
42,73233,112594,534,23,2,12,12.86,1
44,98531,43531,398,7,0,24,9.69,1
21,39761,107217,530,39,0,60,15.51,1
38,18213,496020,847,38,3,48,18.98,1
64,133703,224548,602,11,4,60,19.8,1
32,130979,103452,407,13,1,48,14.02,1
63,44676,209385,590,13,2,36,14.39,1
48,26240,313871,729,28,2,48,11.58,1
60,137737,278761,742,26,0,12,24.73,1
27,113065,205071,583,24,1,12,23.01,1
43,100022,411492,790,27,2,60,24.77,1
41,35227,315772,593,29,3,36,24.72,1
54,131332,171099,587,15,1,60,16.69,1
31,15654,420782,846,15,1,60,16.84,1
42,79698,497624,695,9,1,60,14.58,1
62,133472,400686,798,8,4,48,17.41,1
55,133639,123761,529,31,4,48,7.03,1
49,28135,176995,470,12,4,60,14.54,1
62,101686,346940,725,17,0,36,18.96,1
48,100656,231117,380,15,0,36,10.45,1
38,79183,331948,507,22,4,24,16.21,1
34,52692,253670,767,34,0,24,23.3,1
38,42714,203854,670,14,2,36,16.98,1
48,68161,280884,436,22,2,60,14.56,1
44,101879,371495,499,33,1,36,6.9,1
28,59767,162598,620,17,3,48,11.92,1
62,41608,467208,698,34,2,60,23.3,1
28,114933,495369,491,35,0,60,13.78,1
24,149321,94397,553,33,2,60,9.71,1
47,31844,330022,509,26,0,24,19.64,1
56,97209,130837,524,2,4,12,15.86,1
25,74857,190462,743,1,2,60,5.65,1
53,15223,381588,346,37,1,60,13.74,1
54,17445,313051,317,30,3,60,15.98,1
50,137015,447058,364,27,3,60,22.59,1
28,97373,379274,728,14,0,24,8.24,1
59,45544,417232,408,23,0,12,17.98,1
46,112031,256389,379,18,1,48,17.0,1
57,125594,376233,838,36,4,36,24.88,1
54,59835,401297,539,24,0,24,24.89,1
27,20479,489174,670,33,2,60,18.76,1
60,138728,474616,504,17,1,60,11.3,1
48,127568,485581,624,20,3,60,21.11,1
59,18386,202642,593,24,3,36,20.55,1
59,68853,336746,396,11,3,24,16.54,1
48,53933,92014,660,25,1,24,7.29,1
34,80291,72452,318,13,3,60,19.61,1
58,106540,346867,641,27,0,60,5.81,1
24,35309,258468,591,33,1,24,13.47,1
62,58575,452342,809,24,0,48,22.73,1
38,64890,376047,538,19,2,36,10.54,1
64,118055,122917,415,8,4,48,24.37,1
45,111800,199126,577,9,1,12,22.7,1
27,71948,108681,332,4,1,12,21.93,1
58,82754,288350,534,30,2,48,24.41,1
48,124735,63508,838,3,1,24,22.71,1
25,46577,10465,583,33,0,36,24.58,1
23,114482,464636,822,36,3,60,24.72,1
64,97549,209011,787,26,0,48,10.99,1
51,48677,239660,330,15,0,24,16.04,1
62,108082,228380,576,17,4,36,18.71,1
40,118733,126620,705,10,2,24,10.93,1
39,78319,445105,310,23,0,24,7.41,1
31,98899,167244,441,5,0,24,21.78,1
60,75739,489797,367,23,3,36,17.86,1
23,15729,333774,382,0,4,12,24.81,1
43,108411,124930,516,14,1,12,24.19,1
27,111446,324063,836,28,4,48,8.32,1
43,22905,336706,608,0,4,24,11.12,1
27,67172,344790,836,18,4,12,16.12,1
54,86868,41419,707,20,0,60,18.03,1
62,51032,81310,396,25,4,12,22.49,1
39,126178,177719,751,32,4,48,21.86,1
29,34427,399584,707,1,0,24,12.85,1
38,148262,420020,658,37,4,12,15.81,1
61,140121,426260,766,0,3,48,18.96,1
62,91297,467593,627,30,0,48,11.9,1
45,136994,170304,320,15,2,60,13.97,1
34,44725,381933,682,34,1,36,14.73,1
64,105034,26256,774,26,2,60,19.66,0
45,143041,479774,636,11,3,12,24.47,1
39,59259,347668,487,33,3,12,13.58,1
59,82500,56620,778,24,1,60,5.28,1
35,77943,30412,821,16,3,48,13.89,1
36,138296,150936,796,8,1,24,13.37,1
47,47678,87386,733,25,1,60,22.3,1
60,42848,344221,493,38,0,60,15.2,1
30,147416,183847,522,21,4,36,16.88,1
24,116041,7687,659,24,4,12,23.88,1
39,58567,296185,751,4,3,48,22.8,1
48,121325,237122,501,35,2,24,6.41,1
41,112114,322973,418,15,0,60,17.79,1
34,42973,397590,669,16,2,12,5.95,1
53,36302,385797,834,11,0,36,18.68,1
30,61897,284652,581,1,2,48,20.47,1
39,52173,132759,455,33,3,12,9.37,1
50,52560,13224,831,18,2,60,24.65,1
42,84249,26538,605,2,4,36,16.84,1
23,124846,16472,693,4,3,36,17.72,1
57,92524,441598,564,17,4,36,12.7,1
61,139530,483794,332,4,0,36,7.76,1
38,26740,251118,614,29,1,12,6.97,1
31,130206,5848,571,27,0,24,18.17,0
22,44598,307823,530,25,3,36,9.84,1
32,133718,483683,821,17,4,24,10.47,1
26,112335,351326,591,31,2,24,8.07,1
63,103255,437018,353,27,4,48,5.77,1
60,129767,373257,330,5,4,12,8.88,1
64,94131,130720,581,9,0,12,17.41,0
49,78915,462814,439,1,2,36,6.83,1
50,88830,17821,657,29,0,24,5.44,1
22,138608,227388,474,14,2,60,6.64,1
29,142117,83418,679,37,0,60,8.11,0
22,80108,377413,584,17,4,24,20.46,1
49,50218,495100,709,33,0,36,24.84,1
53,89683,309525,317,25,0,36,20.85,1
30,40315,118927,608,28,4,12,9.9,1
54,48330,275033,736,8,3,48,11.27,1
64,36394,474282,523,21,1,36,12.06,1
28,115003,266442,320,36,4,24,17.68,1
57,103314,263447,697,10,4,12,13.37,1
53,122220,487620,485,23,4,12,14.9,1
26,139313,389837,644,28,4,24,20.42,1
64,30010,190328,580,12,4,60,23.42,1
60,46234,433324,393,35,1,36,23.23,1
39,133788,24288,440,15,1,48,6.52,0
52,99202,141124,765,14,0,24,14.05,0
47,15374,410614,410,9,4,12,15.6,1
21,115626,226760,534,7,4,48,24.0,1
63,108985,296317,831,30,4,24,16.81,1
53,106667,304958,412,35,1,36,20.95,1
60,40499,37414,308,28,1,48,8.69,1
52,45089,145000,839,34,4,36,15.91,1
25,141952,369683,837,11,0,48,22.23,1
37,52491,161478,753,13,2,48,21.9,1
28,98971,165917,502,25,3,24,5.54,1
62,125406,229371,398,26,1,48,23.03,1
54,82083,361483,390,3,0,48,11.11,1
29,17364,433892,704,37,0,24,18.67,1
43,136171,454119,610,33,3,24,16.44,1
55,22821,260253,313,32,0,36,20.49,1
27,19614,153729,363,18,2,36,11.48,1
35,119334,477571,338,9,3,60,13.02,1
40,41121,412658,399,6,1,36,13.3,1
45,112794,296433,423,38,1,36,21.97,1
23,21758,125519,740,10,0,36,6.09,1
44,136909,221527,696,3,1,48,5.52,1
54,79960,255210,769,30,2,60,12.25,1
42,92541,144510,307,21,1,60,17.02,1
31,58864,292020,312,32,3,48,18.7,1
28,50026,297154,463,18,0,60,18.81,1
59,108976,247579,483,29,1,36,11.97,1
63,90052,72618,660,27,4,36,9.1,0
55,140209,136506,564,33,3,24,7.77,1
58,146439,298002,442,36,4,24,5.6,1
28,131571,367965,556,1,4,60,10.51,1
57,106885,303826,766,34,4,24,24.26,1
47,38309,464209,745,31,1,48,9.93,1
48,133401,406335,400,17,0,48,7.58,1
60,74908,29909,689,7,3,48,16.04,1
54,141821,83608,556,13,2,48,21.32,0
52,83737,108356,673,13,0,12,16.44,1
35,98840,443963,446,20,1,48,6.77,1
64,26285,274904,641,25,4,24,6.42,1
37,90816,177727,755,16,1,12,16.72,1
53,64304,274540,813,9,1,12,15.42,1
36,38901,15802,378,32,2,24,24.52,1
49,104096,26287,337,36,3,36,14.45,1
29,27220,149840,749,24,1,36,21.66,1
53,61692,355964,685,37,1,36,6.12,1
49,54241,48292,572,36,0,36,9.45,1
33,84326,157496,643,39,2,48,22.68,1
41,51866,218018,521,26,3,12,21.71,1
41,60051,64258,478,8,1,48,16.58,1
25,24633,364343,682,25,2,60,7.66,1
30,115570,139069,789,19,3,36,24.24,1
26,68641,63539,833,10,3,60,8.83,1
33,122096,374332,766,28,1,24,20.22,1
21,55754,89955,790,6,4,48,6.25,1
40,81371,277125,613,18,2,24,22.81,1
28,91056,341570,581,33,1,24,12.37,1
30,113736,435549,462,22,3,60,11.05,1
29,39975,310932,301,19,4,48,22.6,1
61,144894,413847,593,29,4,24,21.37,1
23,118425,72371,666,0,1,24,20.53,0
31,48096,440131,742,10,4,36,9.74,1
32,101650,466763,626,35,3,60,15.15,1
30,41347,368782,341,21,4,12,16.52,1
45,62486,157397,696,15,1,60,16.12,1
45,82148,100236,571,12,0,24,14.91,1
31,109285,420999,612,29,2,12,20.63,1
56,45882,351374,533,31,2,24,15.14,1
59,17004,172881,515,34,3,24,12.24,1
46,120073,53145,845,24,4,36,18.65,1
34,99930,415306,664,21,2,12,24.53,1
59,24800,304404,762,0,3,24,24.25,1
60,67270,352468,331,16,2,48,10.89,1
21,113665,361528,333,37,1,60,17.27,1
24,62874,155171,331,14,1,48,9.92,1
50,51958,39063,834,2,2,12,9.93,1
32,51229,412890,600,15,3,12,9.9,1
55,30289,328863,731,15,1,60,17.88,1
33,25321,57532,530,21,2,12,21.77,1
51,113297,40496,638,2,0,60,11.85,1
58,25652,290456,826,0,0,12,12.0,1
63,101179,242172,759,16,3,12,19.08,1
43,19712,436802,767,28,0,60,23.32,1
24,24560,38242,802,31,4,48,13.7,1
36,121331,424729,554,22,0,60,24.81,1
27,68413,12201,779,24,4,48,5.62,1
42,91874,475522,575,18,1,36,23.77,1
49,103123,184647,645,25,0,36,13.47,0
31,70016,461536,619,33,2,60,18.03,1
53,37909,383031,476,22,2,60,5.88,1
49,46816,215629,399,11,2,60,12.01,1
59,105772,272688,765,34,2,60,18.62,0
32,35946,395673,347,27,1,36,13.63,1
27,72859,262992,467,19,3,48,5.0,1
59,78968,153723,647,4,4,24,17.28,1
62,105283,80007,383,35,3,36,19.27,1
46,61464,82852,685,0,4,36,24.17,1
60,114773,317930,410,5,4,60,24.18,1
29,52434,472235,497,28,1,48,23.07,1
61,118204,274338,749,15,0,24,19.06,1
54,61311,262127,401,32,0,60,20.35,1
33,119935,160199,716,21,2,48,19.27,1
56,54869,314510,587,33,4,12,9.33,1
45,106509,82301,572,2,3,60,5.75,1
44,147846,200568,800,38,2,36,16.96,1
64,36750,401465,631,37,1,24,5.85,1
37,72275,66550,813,29,0,12,11.7,1
22,43910,465785,464,25,1,36,22.62,1
33,140933,343542,707,23,3,36,16.82,1
51,103664,194703,766,11,0,36,13.84,1
49,18603,96380,346,17,4,60,24.88,1
48,106541,373036,675,9,4,60,6.74,1
47,140041,292477,813,25,1,24,15.05,1
35,44600,234106,482,0,1,24,14.08,1
51,86449,315929,524,2,4,36,23.94,1
60,55986,481786,598,0,2,12,14.62,1
35,35155,292132,742,3,1,60,6.18,1
53,139321,6204,429,1,1,24,12.83,0
40,54510,133985,513,13,1,48,5.61,1
62,61541,322468,807,29,0,12,7.98,1
32,82059,428288,404,4,1,12,19.13,1
57,148436,233644,354,32,1,36,9.44,1
29,71753,268125,607,6,0,60,16.45,1
43,118656,201585,443,8,2,24,11.55,1
28,85590,117655,843,0,1,48,14.79,1
52,113239,145802,597,39,0,12,11.03,1
34,84501,476524,519,19,4,24,14.17,1
47,52849,24734,336,22,2,60,5.51,0
45,16773,429759,663,15,2,36,6.18,1
33,133578,360360,658,10,0,12,12.94,1
41,80178,45866,641,11,0,60,21.45,0
51,95648,51477,691,4,4,24,14.24,1
57,39503,113080,562,31,3,12,12.77,1
63,73090,236895,565,34,0,12,7.17,1
25,117744,122553,723,7,1,36,15.3,1
33,67753,41633,306,0,3,12,7.2,1
48,51284,275537,451,21,2,60,22.36,1
63,67004,15539,439,24,3,48,11.78,1
45,97511,134732,371,2,3,60,7.09,1
55,39984,342522,522,33,3,24,16.7,1
59,102320,326425,831,20,0,12,21.31,1
27,89132,470546,412,35,2,48,5.78,1
58,144145,498895,369,11,4,48,11.59,1
52,102895,86120,622,26,3,24,8.57,1
23,131171,222662,585,16,2,60,17.23,1
59,79176,377869,835,36,1,60,13.08,1
57,105976,476212,354,15,4,36,17.68,1
42,82120,7939,475,0,2,24,17.97,0
28,87949,125590,746,0,0,12,19.16,1
37,32126,56010,456,26,1,36,6.68,1
47,142631,116756,456,8,3,60,19.2,1
53,35366,233218,424,31,1,24,21.64,1
37,100966,191128,404,23,0,24,5.59,1
62,45214,243681,460,7,1,12,10.68,1
32,51452,440312,824,0,0,36,14.45,1
47,60351,228946,661,11,4,12,10.19,1
28,145885,192243,327,36,4,24,23.09,1
43,110459,259050,555,15,4,36,11.21,1
62,123646,31693,667,15,0,24,7.29,1
49,83373,100590,694,32,4,24,6.93,1
40,149500,197179,716,0,3,60,22.75,1
36,103964,179939,568,23,0,36,19.86,1
37,148265,396454,621,27,2,24,5.49,1
36,34722,69498,733,39,0,24,14.28,1
39,148238,18203,581,4,4,36,8.35,1
28,65678,190362,392,11,1,60,12.84,1
58,75380,258708,554,4,2,36,6.62,1
58,34096,470411,686,8,1,36,10.12,1
49,79626,223629,403,7,0,12,14.21,1
61,118292,308086,477,38,4,60,5.42,1
56,59006,49971,521,13,3,12,17.28,1
46,64387,85746,661,31,2,48,13.49,1
51,133022,125312,526,34,1,60,17.4,1
64,125942,27012,409,1,3,12,14.39,1
32,93240,478850,597,28,1,60,22.64,1
37,97925,262737,596,32,3,60,9.45,1
35,23204,217988,541,21,2,48,15.94,1
29,101821,227569,363,33,3,12,16.38,1
59,50028,445294,476,11,3,12,11.97,1
62,142245,278142,511,9,2,36,24.6,1
32,73327,244286,795,28,0,36,8.15,1
52,22814,491398,411,21,2,48,21.37,1
45,44445,181196,631,13,1,60,5.09,1
59,74303,144446,685,33,2,12,9.56,1
38,90956,375859,842,13,4,60,22.3,1
35,90490,48703,360,7,4,60,19.9,1
52,89744,242046,589,39,1,12,12.28,1
26,99073,297479,467,38,1,12,13.87,1
64,30168,307652,672,14,0,48,15.88,1
63,117886,421482,603,16,4,48,9.36,1
55,117789,132326,671,25,1,48,5.65,1
54,48375,198449,632,14,2,12,21.58,1
58,113086,414720,348,16,2,36,19.78,1
25,43794,466929,661,10,3,24,14.94,1
38,17836,223653,429,32,4,24,24.32,1
36,27790,329581,831,35,3,12,12.99,1
28,62700,90966,446,7,1,24,7.84,1
45,76292,355475,425,26,3,60,17.18,1
52,48161,377005,388,30,0,60,19.0,1
46,40169,499739,586,21,1,12,12.17,1
42,107993,470168,514,0,4,60,12.19,1
51,89613,204916,668,11,3,24,9.72,1
63,18052,466309,686,15,2,12,13.07,1
30,16777,151822,769,1,3,12,14.1,1
32,103853,166287,438,20,2,60,24.02,1
48,27499,153892,614,35,0,60,24.21,1
26,80029,50694,355,11,3,24,22.76,1
40,89084,255515,668,1,1,36,7.51,1
25,120906,168832,354,18,4,12,19.6,1
43,90437,278439,498,26,1,48,6.02,1
29,18681,318575,432,22,1,60,21.08,1
49,121646,434611,783,1,4,24,17.73,1
36,24947,268753,733,34,1,24,24.64,1
42,129251,497748,559,24,1,48,17.92,1
28,58955,327449,633,3,1,24,22.56,1
40,118142,155425,340,27,0,48,14.27,0
34,99482,199794,446,31,4,48,21.75,1
59,62438,202047,580,18,4,36,13.07,1
57,63382,391492,562,17,2,12,16.51,1
54,24433,399147,787,22,2,24,17.9,1
31,67984,138259,487,1,0,48,9.0,1
60,17899,387649,409,9,3,36,13.83,1
53,75099,338293,700,28,3,48,24.02,1
51,69902,100304,695,12,3,48,16.59,1
64,131967,279754,517,13,2,36,14.08,1
54,87283,179994,814,10,1,12,7.1,1
27,142182,443054,479,26,0,12,6.21,1
43,82185,333823,616,15,0,12,7.15,1
