age,income,loan_amount,credit_score,employment_years,existing_loans,loan_term,interest_rate,default
38,115584,270766,624,33,2,48,6.95,0
51,50306,123928,501,2,0,12,14.53,0
58,40592,52149,415,22,4,48,23.11,0
52,130131,351574,382,1,1,12,20.99,0
31,59758,160507,745,14,1,60,10.67,0
45,113392,329404,414,34,3,36,10.11,0
53,133078,301305,384,6,3,60,5.7,0
58,21577,356538,494,34,3,48,22.63,1
61,100230,405785,358,34,0,48,19.29,1
28,97741,470389,532,4,1,36,19.59,1
31,23072,22939,446,18,0,24,9.96,0
42,75814,237790,657,30,0,24,15.86,0
44,131386,207884,387,1,1,36,19.4,0
61,123538,291207,364,33,1,24,13.45,0
37,148025,73925,834,12,3,48,7.04,0
32,85499,214163,594,34,2,12,11.67,0
52,108405,208344,359,33,4,24,17.33,0
35,91981,257573,369,13,3,24,8.52,0
36,49699,409434,845,34,1,24,24.65,1
42,130799,240743,836,36,3,12,20.98,0
48,114176,33673,437,25,4,36,17.89,0
40,88490,5971,709,6,3,60,16.56,0
53,68739,36356,573,35,0,60,11.3,0
30,70631,209016,487,38,2,36,13.38,0
60,27920,259068,628,20,1,24,16.93,1
52,86096,199434,344,14,1,36,10.57,0
53,77358,402063,335,12,3,12,13.7,1
22,130434,151980,707,19,3,60,10.8,0
53,85779,251196,687,33,1,36,23.21,0
53,97926,330942,650,25,1,60,5.98,0
61,75084,254047,831,3,1,60,16.54,0
33,101230,241532,453,33,2,36,23.3,0
50,78605,304224,743,19,2,24,20.5,0
53,76666,83394,496,18,4,12,20.57,0
33,123987,367043,367,36,4,60,6.33,0
46,95420,101600,369,30,3,60,19.7,0
42,83412,48085,417,18,0,48,12.9,0
59,66178,450558,682,1,4,24,15.5,1
22,86092,487733,690,25,2,12,18.42,1
58,53009,262891,624,21,2,60,17.34,1
59,129210,145926,559,16,3,24,16.58,0
46,78976,82006,500,23,2,12,11.44,0
35,141202,207049,848,11,1,24,15.33,0
54,85935,376284,417,21,0,12,5.91,0
62,122237,262027,813,39,0,48,12.68,0
64,63373,226852,530,19,0,48,14.53,0
60,141680,356580,316,2,3,48,13.11,0
31,61972,420510,795,14,3,12,14.68,1
23,34295,364298,606,13,1,36,11.11,1
26,21897,146621,669,9,1,48,23.25,1
29,20838,43651,771,19,2,12,24.6,0
26,94942,310044,760,22,2,36,10.79,0
29,41414,286679,327,8,2,60,19.66,1
59,76157,385971,664,38,3,48,23.01,1
51,44483,77595,761,9,2,60,11.63,0
52,55909,201066,514,39,4,36,14.72,0
61,63091,265024,700,2,3,12,7.37,1
32,67389,145271,838,11,0,36,21.41,0
28,93167,476769,566,19,2,24,21.87,1
28,80509,260174,792,24,0,48,9.85,0
48,143104,327767,471,24,3,36,11.86,0
40,47291,209688,676,27,4,60,14.39,1
27,91968,137107,615,15,0,36,23.18,0
31,99487,323393,770,39,3,36,23.94,0
40,125003,118356,321,20,0,48,12.99,0
36,148631,258316,505,6,3,24,11.63,0
24,29744,29399,376,11,4,12,5.29,0
26,36021,55301,513,34,1,24,15.02,0
42,97532,216291,754,17,1,48,22.82,0
46,71898,307151,676,17,2,24,18.59,0
23,93723,210239,849,10,2,36,9.74,0
61,68176,128611,780,31,0,12,7.27,0
62,116438,353461,682,32,2,36,12.45,0
34,73399,123343,450,32,3,12,19.64,0
31,67434,101604,682,14,2,12,23.87,0
38,132298,91136,663,17,2,24,12.74,0
32,128214,366233,634,21,2,48,20.09,0
43,79591,478075,586,5,1,60,15.13,1
32,149141,23986,622,21,3,24,15.68,0
33,21486,50263,725,5,3,60,16.73,0
45,43800,11617,706,14,4,48,10.42,0
39,106154,484445,647,37,1,36,10.54,0
56,139322,268502,443,29,3,48,16.59,0
28,26869,113620,720,29,1,48,12.93,0
49,51454,243741,688,31,3,24,11.05,1
52,140593,232579,534,19,1,48,18.67,0
64,85773,48579,576,16,3,48,6.42,0
38,71813,267356,701,28,1,24,7.75,0
26,81326,78278,588,10,0,36,8.0,0
38,62595,353657,709,19,4,60,12.48,1
39,56184,35487,772,19,0,24,23.29,0
42,95290,198216,787,7,0,48,23.46,0
57,135036,433928,334,16,1,24,14.48,0
52,89539,33539,362,11,1,60,5.36,0
61,42068,438664,413,31,1,12,12.52,1
23,61996,469968,672,21,1,60,21.24,1
48,104440,259740,424,26,4,36,8.77,0
30,111940,121941,447,36,4,48,20.93,0
55,36407,467491,618,25,1,60,23.51,1
49,113550,365081,417,30,4,24,21.84,1
35,102657,84866,810,28,2,12,5.59,0
53,41403,332520,542,30,3,12,21.06,1
27,26637,289723,843,23,3,60,20.51,1
32,75108,161650,396,3,0,12,9.7,0
50,78594,134345,603,13,3,36,16.3,0
41,33464,261626,553,12,1,60,10.64,1
51,45838,276585,675,22,3,60,12.19,1
44,20919,244191,486,7,3,48,5.32,1
40,22797,348101,575,12,4,24,11.91,1
57,103003,158618,418,0,2,48,7.6,0
24,104272,19081,463,26,4,24,23.44,0
48,149130,12877,503,16,1,24,10.75,0
64,89577,33982,645,8,4,48,6.8,0
40,118638,130518,333,26,1,24,14.96,0
44,140660,131392,817,25,2,36,21.09,0
52,127911,290194,705,20,0,48,7.68,0
61,92557,488321,654,3,0,24,19.07,1
56,42258,187927,382,13,2,12,18.8,1
54,130090,242299,450,10,3,48,16.25,0
56,106714,463836,413,3,2,60,10.08,1
22,27914,397125,471,33,1,60,11.98,1
35,136448,125346,310,4,4,12,22.24,0
54,48748,488093,616,31,2,60,23.49,1
56,54448,265098,362,15,4,12,9.52,1
26,61132,272010,530,27,1,12,6.68,1
59,91022,116858,309,1,3,24,7.74,0
62,148456,214300,798,34,1,36,12.44,0
32,122294,8114,812,7,4,12,11.86,0
23,91323,324173,455,24,4,12,5.16,1
38,116242,139744,471,22,2,48,19.68,0
60,137347,132208,536,35,4,24,17.31,0
41,75120,427395,416,24,3,12,23.93,1
35,75592,404140,539,16,1,36,5.61,1
53,24885,104677,685,25,4,36,13.67,1
55,144006,47423,469,36,2,48,12.98,0
46,110964,31150,720,20,3,24,13.05,0
28,65073,337691,322,4,0,48,6.61,1
56,87650,109256,595,23,1,60,24.23,0
50,39996,323626,512,9,3,24,13.54,1
43,107290,297138,458,1,1,48,18.07,0
62,98086,360289,520,25,0,24,16.42,0
64,141379,410524,533,8,1,12,19.61,0
34,48095,296849,773,29,0,60,6.52,1
34,107971,261044,780,38,0,24,8.63,0
22,102158,351716,679,35,4,24,20.95,0
57,90821,200586,397,31,3,60,20.83,0
25,105463,318386,492,7,0,12,19.3,0
58,20291,294971,618,2,4,36,11.98,1
61,128844,398512,737,3,3,60,9.05,0
34,18122,134400,385,24,0,60,14.03,1
59,19876,6130,343,26,4,48,7.55,0
45,72147,122672,563,15,2,12,13.37,0
40,147895,276052,548,22,2,12,6.11,0
22,67652,225589,322,25,1,12,10.19,0
59,117377,385815,511,14,2,48,22.27,0
26,141225,411139,827,25,4,60,12.0,0
37,117699,147448,546,24,2,12,20.55,0
45,33980,355584,808,10,3,12,19.79,1
48,22121,426934,537,12,4,12,7.85,1
22,143946,348707,337,0,1,36,6.39,0
55,98176,276643,669,35,4,12,19.01,0
57,65809,173266,731,30,4,24,6.71,0
25,139032,451699,568,21,4,36,7.58,0
21,92621,276197,422,35,2,36,13.13,0
60,131440,356882,326,4,4,12,22.32,1
32,38097,314532,302,18,1,48,5.91,1
56,17978,315001,616,30,1,60,20.66,1
43,100573,249984,371,22,2,48,7.83,0
51,30089,91731,444,21,1,48,23.65,0
31,142550,331343,709,30,2,60,7.46,0
30,71804,387008,584,20,0,36,17.02,1
23,69018,449852,371,2,3,36,18.86,1
34,142198,387971,478,10,4,48,5.63,0
36,18830,420862,342,11,1,60,8.62,1
30,136388,251330,499,24,1,36,17.18,0
49,83494,153770,708,20,0,12,20.39,0
30,140200,243515,533,6,4,24,10.82,0
32,40998,45739,661,30,2,24,22.61,0
50,82076,354516,801,10,0,60,14.34,0
61,44101,435579,423,0,4,36,14.52,1
21,135155,177762,610,13,4,48,20.53,0
25,22053,365167,472,22,2,12,22.21,1
40,123994,395401,774,35,0,48,13.02,0
28,127566,343715,513,4,0,48,7.9,0
63,128651,353641,544,39,3,24,19.96,0
32,68341,207196,353,4,2,60,12.0,0
21,83069,120013,401,1,3,24,15.86,0
40,80323,356294,796,37,4,60,9.27,1
48,105610,225339,835,5,3,24,7.95,0
63,99338,453315,456,16,2,48,5.56,1
57,24876,66670,307,4,4,60,12.05,1
57,117591,344801,758,13,0,48,23.7,0
32,30171,90155,571,35,3,60,17.52,0
57,57204,407791,716,27,0,24,15.2,1
64,100794,344153,619,11,0,24,6.71,0
48,58734,463173,554,32,2,24,7.06,1
35,106251,418673,456,39,3,60,17.31,1
26,142539,217851,604,23,1,36,17.92,0
64,111621,406962,408,17,0,12,23.29,0
40,60078,294190,387,10,2,60,11.63,1
34,42778,376844,304,24,1,60,13.93,1
22,60832,413281,736,18,4,36,20.66,1
29,123540,488530,538,3,1,24,18.68,0
57,81243,26169,434,6,2,48,8.91,0
40,47815,321175,811,17,4,12,16.52,1
46,49682,233818,710,14,0,36,22.74,0
49,32489,268731,500,14,4,48,9.95,1
21,132868,234828,681,1,3,48,14.71,0
55,128694,84430,485,35,0,60,18.76,0
26,72701,237450,601,6,0,12,24.06,0
57,43635,6112,602,28,4,12,10.94,0
25,114332,217873,776,24,1,12,20.64,0
53,133214,300986,614,20,3,36,24.49,0
34,37953,288295,728,11,3,36,9.9,1
32,21278,200580,665,7,2,60,17.58,1
62,74722,144743,361,20,0,12,18.98,0
40,33036,65548,424,23,2,48,22.17,0
44,128031,368766,669,35,2,24,21.48,0
63,85244,466685,567,1,2,60,16.25,1
54,85854,160306,813,28,3,24,12.82,0
45,109805,172634,341,12,2,24,9.35,0
49,136303,417043,481,24,4,60,22.36,1
59,34979,91174,310,6,3,12,23.58,0
51,85446,351576,539,39,4,36,6.63,1
63,51022,407581,668,35,3,60,21.7,1
43,19453,93634,705,35,0,48,10.57,0
64,66575,114557,512,10,2,48,21.75,0
58,72260,184507,408,28,2,60,5.6,0
40,106862,452022,476,16,0,60,22.32,0
43,69029,313721,336,12,0,24,8.18,1
36,83965,88816,558,8,1,36,22.67,0
62,47952,159581,460,29,2,12,14.77,0
28,135825,397188,374,8,1,48,20.69,0
41,142005,348344,498,20,3,36,21.64,0
21,144959,100543,336,13,4,24,13.1,0
28,86710,478049,847,26,3,36,21.43,1
49,36796,208294,586,34,0,12,19.72,1
52,92413,498814,723,26,1,60,8.21,1
58,32722,491074,737,39,4,60,5.87,1
25,127761,143474,672,24,2,60,22.04,0
42,94098,297677,524,11,1,24,21.77,0
54,87082,268499,729,7,0,12,19.35,0
21,40258,464946,469,28,0,36,22.39,1
46,26706,39266,669,4,1,48,19.47,0
63,43943,462296,392,37,1,24,18.21,1
30,79324,237265,775,18,0,12,12.87,0
50,37315,264436,314,34,4,48,12.07,1
38,25352,63372,585,38,3,60,9.1,0
37,49497,398731,322,24,0,12,20.18,1
46,90145,451950,802,17,3,36,8.61,1
28,113322,306710,422,22,3,24,15.51,0
60,135659,194313,571,39,4,12,13.1,0
32,42228,223544,457,29,1,60,15.64,1
47,130152,332670,588,0,1,24,19.84,0
28,23882,263359,740,25,1,48,22.03,1
45,85846,334351,551,19,0,60,10.58,0
24,39463,37527,768,20,2,48,7.15,0
53,91789,412487,837,19,2,60,20.16,1
21,100940,430214,825,2,2,36,16.67,0
39,24827,417371,315,16,4,24,20.71,1
51,105690,305311,592,26,4,12,19.67,0
36,143743,419458,550,17,2,48,20.81,0
34,16585,335722,460,38,1,48,19.51,1
25,67532,20670,557,9,1,48,10.72,0
61,20427,5693,844,19,2,36,10.02,0
46,107283,175192,362,22,1,36,18.49,0
48,96156,116940,639,7,2,36,12.8,0
22,24033,445269,588,38,0,60,18.79,1
26,127458,11861,377,36,3,36,12.05,0
29,143767,247413,735,0,3,24,22.17,0
53,27199,143730,541,6,3,24,22.49,1
61,17931,291523,755,3,2,60,24.82,1
45,95379,390182,502,27,0,48,21.31,0
33,20699,213403,671,18,4,36,14.86,1
29,76032,85332,530,5,3,36,23.78,0
33,22636,290695,786,25,1,36,5.92,1
51,82396,207805,476,39,2,48,6.16,0
61,135249,238864,602,36,2,24,7.19,0
31,130618,373883,498,18,4,48,15.96,0
24,29989,238121,511,16,1,24,21.17,1
54,66086,174675,616,28,0,48,18.03,0
58,51062,255599,668,20,3,60,21.66,1
24,45398,321751,816,4,0,48,14.18,1
58,85283,329800,458,16,1,12,21.92,0
39,117696,77847,739,37,1,48,21.96,0
26,85774,224973,695,39,2,36,9.77,0
54,17834,493659,493,6,0,24,23.77,1
38,63203,368397,837,26,4,48,12.84,1
33,60676,406698,367,30,1,24,22.94,1
61,41230,207344,841,33,2,12,14.76,1
43,87652,67962,781,25,3,12,5.57,0
39,83464,439306,575,5,4,12,6.55,1
31,108715,354460,718,30,4,48,8.87,0
21,23190,88334,634,11,2,36,5.61,0
44,104364,196821,569,14,4,12,8.93,0
27,49055,127781,610,0,4,36,7.61,0
45,96572,410781,746,25,2,36,23.5,0
41,87146,424981,741,36,2,48,24.84,1
35,122554,174910,454,5,1,12,23.61,0
21,40177,467680,813,23,2,12,16.53,1
32,108386,322506,768,35,3,24,22.33,0
27,69339,361036,377,18,0,48,5.76,1
35,64282,478970,768,17,2,36,24.52,1
41,107683,118722,578,37,1,12,5.15,0
39,116038,436849,617,15,3,48,13.28,0
49,73009,144656,411,16,0,24,9.23,0
45,16066,359812,627,10,2,24,14.74,1
53,67940,461879,358,3,1,36,23.33,1
52,65469,252844,524,15,0,36,8.34,0
55,129972,282827,681,8,0,12,11.53,0
64,126138,216859,634,22,1,12,9.77,0
58,139648,488924,604,9,0,24,10.62,0
46,80133,48441,430,25,4,12,17.49,0
31,36245,277879,501,35,3,48,24.95,1
55,123574,452355,573,38,4,36,13.96,1
28,58266,299598,532,2,0,24,14.79,0
34,104762,442229,743,19,2,12,11.98,0
30,108254,368645,522,16,1,48,17.87,0
22,54218,430974,649,27,1,12,14.97,1
29,22787,474296,528,0,3,60,20.36,1
23,60286,328839,311,35,1,36,19.24,1
41,15081,473359,828,24,1,24,23.03,1
46,18005,132562,518,32,3,24,5.49,1
28,88944,160120,604,20,4,24,22.68,0
22,146406,48629,838,29,4,24,18.3,0
26,138438,192848,545,12,0,48,24.88,0
48,91639,153485,482,38,1,60,19.72,0
49,73217,149935,788,22,0,36,24.62,0
46,122248,71384,696,5,0,36,20.72,0
45,125257,319293,814,18,0,12,8.98,0
32,40169,430676,515,9,3,12,12.85,1
25,124247,159256,523,15,2,24,12.38,0
54,72110,243898,400,12,4,12,17.31,1
57,72253,311333,654,21,3,12,15.97,1
35,90210,85799,829,1,2,24,24.23,0
64,97702,456377,481,25,0,24,23.38,1
56,107246,224363,785,4,3,12,14.67,0
35,149866,104526,619,29,2,36,12.29,0
63,44184,406147,336,36,4,36,9.89,1
43,126178,489751,410,21,2,12,5.48,1
26,53365,376662,505,17,3,48,6.71,1
64,46217,155966,811,28,4,60,24.18,0
63,20051,298304,660,18,4,36,20.63,1
41,97662,287061,643,3,1,12,8.53,0
43,84891,450484,652,7,2,24,13.13,1
63,132959,223547,840,26,2,60,12.82,0
36,121589,233038,672,28,2,36,6.66,0
35,73475,115766,753,32,0,48,14.59,0
45,46074,252328,445,6,4,60,7.92,1
56,83052,394503,672,34,2,12,14.34,0
31,37622,459497,341,3,3,48,12.77,1
35,129778,251167,607,25,3,48,15.68,0
24,128707,397738,719,12,1,60,7.56,0
41,107543,281671,522,10,4,36,11.24,0
33,55982,38876,507,38,0,24,20.43,0
42,132993,40671,426,33,1,12,19.43,0
39,78798,393708,301,24,2,24,9.95,1
54,83083,261463,659,20,4,12,10.4,0
34,118227,348355,316,35,0,48,22.57,0
24,43130,247384,481,1,4,48,15.39,1
47,80995,388004,683,24,2,12,7.19,1
49,82772,393369,526,31,1,48,15.62,1
48,81116,491585,408,0,2,60,5.38,1
55,58394,71607,449,32,3,60,14.51,0
28,108103,328850,727,5,1,24,13.99,0
36,53665,134410,663,12,3,36,13.12,0
62,145753,429617,453,16,2,36,15.47,0
56,99360,57369,309,15,1,24,21.66,0
50,123889,128919,301,37,2,24,17.96,0
38,103604,295088,840,21,4,60,18.23,0
22,149741,233340,770,6,4,12,24.54,0
33,94918,458056,680,1,0,60,24.65,0
24,19638,360754,388,0,2,36,18.91,1
46,72000,193762,809,18,3,36,12.48,0
45,24251,371878,534,15,0,24,20.92,1
50,67647,348532,513,33,1,60,16.5,1
31,103414,336035,638,28,3,24,10.53,0
27,72245,159599,514,7,4,60,7.73,0
51,84069,254394,808,25,3,48,20.55,0
64,84676,354722,722,10,3,60,18.21,0
30,78982,332176,754,9,0,48,15.09,0
59,117346,431360,745,3,2,60,14.74,0
33,107154,483587,552,33,4,12,5.6,1
51,101190,32045,458,22,1,36,18.14,0
27,67203,292651,434,1,1,24,12.26,1
62,69617,498371,426,32,4,12,17.7,1
62,111311,456323,584,31,1,36,20.94,0
56,121037,206448,350,19,3,48,23.5,0
40,95212,15458,539,12,1,24,12.56,0
24,21005,435136,378,2,3,36,12.19,1
27,26973,288310,478,28,4,24,24.33,1
21,61976,41977,313,17,4,12,24.26,0
64,32804,338529,393,5,0,36,21.89,1
62,103613,327805,322,13,1,24,19.82,0
33,62276,52578,379,3,0,48,7.78,0
42,39680,438219,643,25,3,48,12.53,1
41,75967,477882,704,11,1,60,5.22,1
42,31862,216001,406,37,0,60,23.57,1
48,102438,23735,759,27,4,24,21.07,0
29,75313,155501,664,5,3,48,15.29,0
46,46562,311490,723,37,3,36,22.31,1
29,129746,407507,393,3,1,36,20.67,0
35,66038,48310,401,7,1,12,9.83,0
30,83116,32534,833,30,4,60,11.04,0
44,107080,289270,685,31,2,48,21.14,0
62,77278,301559,514,3,1,12,15.9,0
28,125549,384613,769,27,2,24,16.86,0
44,126937,429653,489,6,1,60,7.18,0
36,68796,246223,841,8,3,48,10.68,0
46,113524,373504,454,2,2,48,7.04,0
47,81411,194915,758,32,0,24,14.2,0
57,81732,183168,336,19,1,48,13.01,0
24,38398,37769,625,18,3,12,24.66,0
44,94906,94934,827,15,0,60,11.02,0
39,43517,21060,423,2,1,12,9.92,0
56,109395,124847,319,5,1,36,8.75,0
59,39564,324146,528,37,2,48,9.03,1
30,140570,460727,678,28,2,48,11.69,0
45,126554,314959,629,33,2,48,14.5,0
38,22111,19276,708,13,3,24,10.68,0
39,115190,89024,614,25,4,36,8.68,0
56,146382,283015,517,33,2,36,17.54,0
30,105480,232011,763,8,0,12,15.57,0
53,116850,469907,693,32,2,48,11.2,0
25,145874,79185,444,18,3,24,5.95,0
55,104937,471243,328,8,0,12,12.73,1
64,48264,403002,537,38,3,48,7.46,1
54,123841,479697,585,5,2,36,25.0,0
53,20910,275876,488,22,4,48,13.59,1
41,86020,278499,503,8,0,48,12.65,0
37,47821,154276,461,25,1,36,21.21,0
42,129293,122074,633,9,0,48,21.34,0
57,146065,41210,451,5,3,36,6.94,0
35,47996,201202,550,13,2,12,14.35,1
55,105890,65150,836,16,4,60,17.15,0
48,110765,132231,644,3,0,36,20.99,0
27,40044,328468,404,13,0,12,18.72,1
52,57809,332156,580,23,0,24,16.77,1
31,94247,111424,457,12,1,12,10.16,0
30,97481,61417,531,36,2,36,5.55,0
29,47857,280501,722,0,4,48,17.45,1
34,53503,165787,504,37,0,36,18.69,0
33,116449,316249,827,32,3,12,10.24,0
45,68262,358338,475,16,3,12,15.01,1
22,113074,199799,451,13,3,24,12.75,0
55,22559,349439,429,16,1,60,11.11,1
27,51549,108459,776,15,4,12,14.48,0
41,133755,473480,338,6,3,12,5.53,1
38,133193,421601,658,11,1,36,19.95,0
23,50159,423178,508,22,4,24,16.42,1
62,74289,194227,742,39,0,24,6.88,0
59,93740,54334,823,5,4,48,22.04,0
61,17252,130243,376,37,4,12,23.35,1
31,130463,198922,442,29,4,12,14.72,0
59,142661,68572,800,21,4,60,15.8,0
44,140645,63814,359,0,4,36,9.2,0
39,22553,373209,619,2,4,12,17.99,1
24,82323,475686,463,39,0,60,24.6,1
46,134744,457343,514,39,3,24,10.62,0
58,59810,417899,568,0,1,36,5.68,1
62,121373,499396,339,36,4,12,24.67,1
52,73719,307128,747,35,0,12,23.11,0
59,146164,122547,338,32,0,36,22.14,0
56,44995,10043,472,37,0,60,7.54,0
60,147749,236198,461,38,1,24,6.85,0
57,108778,118479,534,10,1,60,15.97,0
53,36892,315104,681,31,3,48,13.55,1
56,42057,204600,316,18,2,12,5.99,1
23,131089,74933,412,20,3,48,22.58,0
29,125452,296765,334,10,4,36,6.75,0
28,75753,149083,503,21,4,12,11.98,0
53,75275,97810,462,18,1,12,6.53,0
26,132819,323055,656,27,3,36,6.19,0
61,90705,71624,561,31,0,48,6.55,0
59,71438,301404,735,25,0,60,17.25,0
24,115102,250392,373,18,3,48,17.63,0
33,72314,179451,706,14,4,24,12.65,0
22,45740,380323,415,4,0,48,16.92,1
25,71010,248281,470,11,4,60,13.31,0
64,140871,469348,736,22,3,24,23.08,0
47,123159,88273,750,16,0,36,15.78,0
52,25589,23440,493,10,4,12,5.42,0
41,26395,85033,717,30,2,24,13.77,0
28,81134,203035,765,7,0,24,6.04,0
58,101491,478822,796,39,1,24,5.41,0
28,136656,333322,747,21,2,12,16.99,0
23,103096,413192,487,31,3,60,14.46,1
64,38426,157379,508,9,4,24,22.07,1
23,138267,304872,372,38,0,36,16.09,0
42,125128,192697,395,37,1,60,20.23,0
26,58463,423439,822,5,0,36,21.97,1
22,86249,153369,303,34,2,12,22.84,0
43,55079,271013,350,10,4,36,18.18,1
64,139805,109544,593,17,4,48,7.28,0
22,86447,363293,580,32,1,48,6.84,0
58,123123,348888,432,12,4,12,17.95,0
37,144247,118129,637,38,1,60,23.04,0
55,111411,247184,322,4,2,12,5.33,0
54,70331,449693,785,35,1,60,9.67,1
43,33440,14097,825,24,3,48,15.91,0
50,73407,38760,386,3,3,48,8.5,0
28,45898,271735,347,28,4,48,16.66,1
42,136332,123246,748,23,1,24,14.33,0
64,60428,441546,817,20,1,48,13.88,1
56,30427,79960,326,10,0,36,20.48,0
25,114751,60304,624,26,1,12,16.72,0
33,60419,104630,774,36,0,60,13.68,0
49,102490,314031,805,9,2,48,24.98,0
51,94363,32939,791,10,0,12,20.35,0
36,89501,455194,452,8,4,24,17.72,1
62,113632,297193,798,2,3,48,10.31,0
50,23985,165769,378,5,4,12,15.26,1
36,81673,172852,345,24,0,60,18.77,0
32,117776,452962,731,6,0,48,21.7,0
37,71718,213722,721,26,0,36,13.95,0
36,116578,106024,572,21,4,48,14.82,0
32,83809,233859,332,18,1,12,19.7,0
28,37627,359367,829,29,2,24,13.31,1
40,67621,88710,335,21,4,48,9.14,0
23,112729,54561,388,22,0,36,24.05,0
36,30151,350718,330,11,1,24,7.21,1
50,90691,389110,320,1,4,36,18.21,1
43,103484,223814,656,28,4,24,14.36,0
48,85172,158499,589,28,4,48,21.55,0
60,112185,364631,484,13,0,12,23.39,0
25,124242,453213,610,8,1,24,19.4,0
40,52236,272341,834,25,4,24,17.6,1
60,16042,450957,668,28,3,60,12.1,1
64,117035,262930,630,4,2,48,15.63,0
21,123069,169909,703,21,4,48,6.43,0
50,87838,379547,656,28,0,36,19.79,0
41,130148,305963,398,12,1,12,5.24,0
40,75650,155128,550,17,2,12,16.53,0
26,148374,242071,595,6,3,48,9.54,0
42,57311,404610,707,12,0,60,14.4,1
38,146433,100685,658,35,3,12,18.75,0
28,53261,173391,308,20,2,36,10.78,0
59,136834,70276,598,27,0,48,23.36,0
52,32171,87860,642,37,4,60,12.38,0
53,56226,485505,503,2,4,12,9.75,1
36,44327,76651,449,27,1,60,20.75,0
32,85628,45495,309,21,3,24,19.9,0
58,97473,324088,509,32,1,60,18.14,0
54,79223,380555,687,12,0,24,24.16,0
34,90315,331831,329,36,0,36,10.18,0
56,119755,237033,768,4,3,12,23.14,0
53,78624,162651,449,35,0,24,7.22,0
43,110650,339807,391,39,3,24,11.75,0
22,49281,245322,663,7,4,48,20.96,1
61,74270,98595,596,1,0,12,6.15,0
41,104345,311589,788,16,2,12,15.72,0
22,36735,216228,784,3,3,24,19.02,1
47,124899,439836,735,18,3,24,13.17,0
29,108173,371377,313,33,0,48,24.92,0
21,72564,159074,658,16,3,24,7.09,0
31,66496,73479,340,24,1,36,11.52,0
23,44898,397191,386,4,2,48,16.01,1
43,131659,234681,707,16,1,48,9.39,0
46,117742,128736,374,10,2,24,22.26,0
24,126184,73477,318,15,4,60,14.13,0
38,60024,413066,439,15,4,24,23.79,1
26,44378,349512,430,5,0,24,9.7,1
55,127591,347806,485,37,3,24,19.58,0
42,134849,392946,666,38,2,36,20.85,0
63,108638,34444,473,17,4,60,12.23,0
35,93580,199782,478,2,0,60,24.19,0
42,148507,225440,826,17,4,48,17.86,0
57,124470,196266,705,6,2,36,18.51,0
62,149458,171634,564,10,3,12,15.96,0
32,60503,478664,647,14,2,12,18.93,1
62,123312,350294,338,36,1,36,10.57,0
58,131465,496302,530,13,4,24,21.27,1
38,87939,294495,786,22,4,12,21.94,0
55,83475,207106,623,35,2,24,10.31,0
50,97758,251241,356,16,2,36,6.49,0
44,135413,217590,751,21,4,24,19.31,0
62,101679,306329,562,23,0,36,22.62,0
50,69012,470176,813,26,2,48,24.84,1
34,149210,401284,353,16,2,12,8.04,0
26,17752,155883,720,22,0,24,24.18,1
23,40765,119048,711,6,1,48,7.54,0
36,126193,403269,358,0,0,12,24.97,0
27,15837,473104,729,26,2,36,9.9,1
34,109010,71728,746,33,3,36,15.91,0
29,142977,291558,718,36,4,36,6.16,0
35,71997,356509,393,14,2,12,14.66,1
41,104608,42093,512,17,2,48,9.97,0
55,118510,39285,511,3,3,36,16.06,0
22,136907,301936,432,28,3,60,23.34,0
47,75594,265289,465,22,1,48,22.12,0
22,100269,456048,531,21,0,36,13.39,0
55,116614,260660,324,19,4,48,18.96,0
38,52448,117563,698,21,3,36,12.75,0
34,117979,88219,347,11,0,12,5.54,0
40,93340,25476,351,34,1,60,5.14,0
38,96746,421632,359,25,3,24,18.52,1
30,69994,133214,772,13,0,36,16.05,0
45,100765,401939,752,19,1,12,24.79,0
22,17884,281681,836,35,4,48,16.99,1
45,124113,34563,482,11,0,36,23.6,0
53,35522,101831,538,8,0,24,14.69,0
56,20623,15911,363,32,3,60,23.4,0
51,26460,120773,620,23,1,24,22.91,0
34,25234,24588,815,8,2,60,9.99,0
21,61905,211967,837,23,3,24,9.27,0
36,146454,302771,825,29,2,48,6.82,0
23,130492,112676,717,4,0,60,9.33,0
55,53353,141480,710,7,1,36,23.34,0
61,49985,324318,320,14,2,48,21.69,1
26,57255,485611,846,19,0,48,20.74,1
45,104197,165780,753,14,0,12,16.88,0
33,76590,487097,782,21,2,48,12.02,1
54,136282,51977,453,31,1,36,17.13,0
28,62883,221522,304,5,4,60,22.28,1
41,66566,163107,611,37,0,24,12.83,0
54,15650,496480,621,32,4,24,10.68,1
24,36299,123266,819,10,0,12,19.92,0
45,41862,264811,363,27,4,24,9.7,1
35,31312,479385,731,2,0,12,21.01,1
24,25943,197742,668,2,4,12,14.2,1
32,83734,395088,314,28,0,48,12.85,1
52,140560,276937,781,10,1,48,22.56,0
52,67879,121963,623,36,2,48,8.26,0
48,134652,222517,618,31,0,12,18.3,0
33,149078,300056,390,14,0,60,8.89,0
51,76876,400424,602,3,1,24,19.82,1
34,23505,144552,568,31,4,24,5.72,1
40,35498,207079,779,33,0,60,23.38,1
38,122679,25563,398,9,3,48,13.56,0
49,39744,364325,667,29,4,24,9.85,1
26,68273,267677,601,17,2,24,18.2,0
52,94095,11268,309,16,2,36,10.54,0
49,43544,234556,738,4,0,48,19.13,1
63,21864,401248,834,7,1,24,18.02,1
